City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
466,Huangchuan,CN,2020-04-20 04:34:18,32.13,115.04,61.45,63,99,8.28,light rain,1.16,0.0
467,Pedro Ii,BR,2020-04-20 04:34:19,-4.42,-41.46,67.53,86,99,1.01,overcast clouds,0.0,0.0
468,Soyo,AO,2020-04-20 04:34:19,-6.13,12.37,78.87,83,93,2.75,overcast clouds,0.0,0.0
469,Tuscaloosa,US,2020-04-20 04:30:04,33.21,-87.57,62.6,88,75,3.36,moderate rain,0.0,0.0
470,Ugoofaaru,MV,2020-04-20 04:32:48,5.67,73.0,86.47,71,50,9.53,light rain,0.56,0.0
471,Port Keats,AU,2020-04-20 04:34:20,-14.25,129.55,91.18,50,77,4.5,broken clouds,0.0,0.0
472,Zalesovo,RU,2020-04-20 04:34:20,53.99,84.74,60.84,46,47,3.62,scattered clouds,0.0,0.0
473,Daru,PG,2020-04-20 04:34:20,-9.08,143.21,84.49,74,73,8.66,light rain,0.17,0.0
474,Gat,IL,2020-04-20 04:31:54,31.61,34.76,64.0,19,5,1.01,clear sky,0.0,0.0
475,Ketchikan,US,2020-04-20 04:34:21,55.34,-131.65,46.4,87,90,11.41,overcast clouds,0.0,0.0
476,Karratha,AU,2020-04-20 04:34:21,-20.74,116.85,88.61,48,97,10.85,overcast clouds,0.0,0.0
477,Zhuhai,CN,2020-04-20 04:34:21,22.28,113.57,84.2,83,40,12.75,scattered clouds,0.0,0.0
478,Kerman,IR,2020-04-20 04:34:22,30.28,57.08,59.0,62,98,4.7,overcast clouds,0.0,0.0
479,Silopi,TR,2020-04-20 04:34:22,37.25,42.47,69.12,40,4,1.7,clear sky,0.0,0.0
480,Sebring,US,2020-04-20 04:34:22,27.5,-81.44,78.01,83,1,6.93,clear sky,0.0,0.0
481,Lisala,CD,2020-04-20 04:34:22,2.15,21.52,72.59,83,100,1.59,overcast clouds,0.0,0.0
482,Taganak,PH,2020-04-20 04:34:22,6.08,118.3,89.6,70,20,8.05,few clouds,0.0,0.0
483,Ambon,ID,2020-04-20 04:34:23,-3.7,128.18,89.6,62,40,9.17,scattered clouds,0.0,0.0
484,Pingliang,CN,2020-04-20 04:34:23,35.54,106.69,52.07,22,100,6.38,overcast clouds,0.0,0.0
485,Codajas,BR,2020-04-20 04:34:23,-3.84,-62.06,73.26,96,100,2.44,light rain,0.25,0.0
486,Lazaro Cardenas,MX,2020-04-20 04:34:23,17.96,-102.2,75.63,84,60,1.68,broken clouds,0.0,0.0
487,Coahuayana,MX,2020-04-20 04:34:23,18.73,-103.68,72.5,77,1,2.71,clear sky,0.0,0.0
488,Pangody,RU,2020-04-20 04:34:24,65.85,74.49,33.96,97,75,11.65,broken clouds,0.0,0.0
489,Yanam,IN,2020-04-20 04:34:24,16.73,82.22,87.8,66,40,9.17,scattered clouds,0.0,0.0
490,Kamaishi,JP,2020-04-20 04:34:24,39.27,141.88,50.0,93,75,4.7,moderate rain,0.0,0.0
491,Aginskoye,RU,2020-04-20 04:31:22,51.1,114.53,31.32,47,100,19.55,overcast clouds,0.0,0.0
492,Itacare,BR,2020-04-20 04:34:01,-14.28,-39.0,73.4,94,90,5.82,moderate rain,0.0,0.0
493,Tarauaca,BR,2020-04-20 04:34:25,-8.16,-70.77,68.29,68,0,1.59,clear sky,0.0,0.0
494,Haines Junction,CA,2020-04-20 04:30:02,60.75,-137.51,38.75,63,87,7.78,overcast clouds,0.0,0.0
495,Tarbes,FR,2020-04-20 04:34:25,43.25,0.17,55.99,93,100,4.7,light rain,0.0,0.0
496,Hobyo,SO,2020-04-20 04:34:25,5.35,48.53,87.04,64,97,7.43,light rain,0.44,0.0
497,Colac,AU,2020-04-20 04:34:25,-38.33,143.58,61.0,78,35,10.0,scattered clouds,0.0,0.0
498,Lebowakgomo,ZA,2020-04-20 04:34:26,-24.2,29.5,53.6,81,0,1.12,clear sky,0.0,0.0
499,Dewa,IN,2020-04-20 04:34:26,27.03,81.17,87.8,52,75,4.7,haze,0.0,0.0
500,Ayan,RU,2020-04-20 04:34:26,56.45,138.17,23.61,90,100,16.02,light snow,0.0,0.34
501,Atikokan,CA,2020-04-20 04:34:26,48.76,-91.62,33.46,72,86,12.75,light snow,0.0,0.15
502,Rochegda,RU,2020-04-20 04:34:27,62.8,43.25,36.7,80,99,2.77,overcast clouds,0.0,0.0
503,Omboue,GA,2020-04-20 04:34:27,-1.57,9.26,77.13,89,100,5.86,light rain,0.21,0.0
504,Camacha,PT,2020-04-20 04:34:27,33.08,-16.33,64.4,77,40,11.41,scattered clouds,0.0,0.0
505,Bilma,NE,2020-04-20 04:34:27,18.69,12.92,83.98,13,90,6.82,overcast clouds,0.0,0.0
506,Riyadh,SA,2020-04-20 04:34:27,24.69,46.72,73.4,53,100,4.7,light rain,1.72,0.0
507,Ossora,RU,2020-04-20 04:34:28,59.24,163.07,21.52,89,20,9.37,few clouds,0.0,0.0
508,Jumla,NP,2020-04-20 04:34:28,29.27,82.18,59.56,22,67,5.41,light rain,1.54,0.0
509,Araouane,ML,2020-04-20 04:34:28,18.9,-3.53,74.46,20,0,11.65,clear sky,0.0,0.0
510,Sanaur,IN,2020-04-20 04:34:29,30.3,76.46,92.35,16,95,4.85,overcast clouds,0.0,0.0
511,San Andres,CO,2020-04-20 04:32:16,12.58,-81.7,82.4,74,20,9.17,few clouds,0.0,0.0
512,Chapais,CA,2020-04-20 04:32:42,49.78,-74.85,6.8,71,1,8.05,clear sky,0.0,0.0
513,Taiyuan,CN,2020-04-20 04:34:29,37.87,112.56,59.0,14,36,4.47,scattered clouds,0.0,0.0
514,Quatre Cocos,MU,2020-04-20 04:34:30,-20.21,57.76,75.2,88,40,11.41,shower rain,0.0,0.0
515,Saint-Georges,GD,2020-04-20 04:34:30,12.06,-61.75,78.8,88,40,11.41,light intensity shower rain,0.0,0.0
516,Lata,PT,2020-04-20 04:34:30,40.16,-8.33,51.01,91,100,1.86,overcast clouds,0.0,0.0
517,Boueni,YT,2020-04-20 04:34:30,-12.9,45.08,84.2,74,75,13.87,broken clouds,0.0,0.0
518,Tura,IN,2020-04-20 04:32:09,25.52,90.22,85.78,53,71,7.9,light rain,0.36,0.0
519,Lobito,AO,2020-04-20 04:34:31,-12.35,13.55,77.7,79,100,13.22,light rain,2.86,0.0
520,Palotina,BR,2020-04-20 04:33:42,-24.28,-53.84,62.51,71,0,5.79,clear sky,0.0,0.0
521,Caravelas,BR,2020-04-20 04:34:31,-17.71,-39.25,74.23,80,37,11.07,scattered clouds,0.0,0.0
522,Coihaique,CL,2020-04-20 04:34:32,-45.58,-72.07,37.4,93,40,2.24,scattered clouds,0.0,0.0
523,Nadym,RU,2020-04-20 04:34:32,65.53,72.52,34.77,99,91,12.53,overcast clouds,0.0,0.0
524,Erenhot,CN,2020-04-20 04:34:32,43.65,111.98,35.19,39,0,26.02,clear sky,0.0,0.0
525,Choma,ZM,2020-04-20 04:34:32,-16.81,26.95,61.43,51,3,10.45,clear sky,0.0,0.0
526,Zilair,RU,2020-04-20 04:34:33,52.23,57.44,46.06,80,100,6.35,light rain,0.52,0.0
527,Gonbad-E Qabus,IR,2020-04-20 04:34:33,37.25,55.17,57.2,93,90,3.18,fog,0.0,0.0
528,Hokitika,NZ,2020-04-20 04:34:33,-42.72,170.97,52.65,71,59,0.74,light rain,0.26,0.0
529,Terrace,CA,2020-04-20 04:31:48,54.52,-128.6,51.8,62,40,16.11,scattered clouds,0.0,0.0
530,Matay,EG,2020-04-20 04:34:34,28.42,30.78,67.78,46,0,14.61,clear sky,0.0,0.0
531,Fairhope,US,2020-04-20 04:34:34,30.52,-87.9,75.99,94,90,5.82,overcast clouds,0.0,0.0
532,Shu,KZ,2020-04-20 04:34:34,43.6,73.76,72.03,29,0,11.01,clear sky,0.0,0.0
533,Boguchany,RU,2020-04-20 04:34:35,58.38,97.45,44.24,49,0,8.84,clear sky,0.0,0.0
534,Verkhoyansk,RU,2020-04-20 04:34:35,67.54,133.38,22.71,90,94,5.64,overcast clouds,0.0,0.0
535,Moron,AR,2020-04-20 04:34:35,-34.65,-58.62,64.0,91,0,5.21,clear sky,0.0,0.0
536,Parga,GR,2020-04-20 04:34:36,39.28,20.4,55.4,93,75,1.63,broken clouds,0.0,0.0
537,Tuatapere,NZ,2020-04-20 04:34:36,-46.13,167.68,55.99,74,19,7.0,few clouds,0.0,0.0
538,Cananeia,BR,2020-04-20 04:34:36,-25.01,-47.93,65.34,87,24,2.71,few clouds,0.0,0.0
539,Urambo,TZ,2020-04-20 04:34:36,-5.07,32.05,65.79,70,100,1.28,light rain,1.47,0.0
540,Colorado,BR,2020-04-20 04:34:37,-22.84,-51.97,61.86,80,0,9.44,clear sky,0.0,0.0
541,Maloy,NO,2020-04-20 04:34:37,61.94,5.11,39.99,93,0,8.05,clear sky,0.0,0.0
542,Beyneu,KZ,2020-04-20 04:34:37,45.32,55.2,69.08,40,92,4.72,overcast clouds,0.0,0.0
543,Sao Gabriel Da Cachoeira,BR,2020-04-20 04:33:08,-0.13,-67.09,71.85,95,65,1.28,light rain,3.0,0.0
544,Maraa,BR,2020-04-20 04:34:38,-1.83,-65.37,71.46,96,63,1.57,broken clouds,0.0,0.0
545,Monopoli,IT,2020-04-20 04:34:38,40.96,17.29,62.01,76,20,4.7,few clouds,0.0,0.0
546,Calvinia,ZA,2020-04-20 04:34:38,-31.47,19.78,63.88,23,0,4.43,clear sky,0.0,0.0
547,Inhambane,MZ,2020-04-20 04:34:38,-23.86,35.38,71.6,94,75,5.82,drizzle rain,0.0,0.0
548,Madanapalle,IN,2020-04-20 04:34:39,13.55,78.5,93.92,18,5,12.88,clear sky,0.0,0.0
549,Muros,ES,2020-04-20 04:34:39,42.78,-9.06,51.01,94,99,6.46,light rain,0.14,0.0
550,Mangrol,IN,2020-04-20 04:34:39,21.12,70.12,89.51,42,0,13.02,clear sky,0.0,0.0
551,Wagar,SD,2020-04-20 04:34:40,16.15,36.2,84.27,12,3,9.4,clear sky,0.0,0.0
552,Nicoya,CR,2020-04-20 04:30:01,10.15,-85.45,71.01,86,3,10.0,clear sky,0.0,0.0
553,Sao Raimundo Nonato,BR,2020-04-20 04:33:06,-9.02,-42.7,70.92,84,55,3.29,broken clouds,0.0,0.0
554,Smila,UA,2020-04-20 04:34:40,49.22,31.89,43.77,59,20,15.17,few clouds,0.0,0.0
555,Borogontsy,RU,2020-04-20 04:34:41,62.67,131.17,27.09,79,3,3.38,clear sky,0.0,0.0
556,Mount Isa,AU,2020-04-20 04:30:51,-20.73,139.5,95.0,14,48,9.17,scattered clouds,0.0,0.0
